No.,Object Name,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
680,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040425-1155452</a>",160.177083,-11.929222,G,,,,3,0,25,2,0,0,0,0,0,0
681,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040426-1155139</a>",160.177500,-11.920528,G,,,,2,0,25,2,0,0,0,0,0,0
682,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040430-1156473</a>",160.179167,-11.946472,G,,,,3,0,25,2,0,0,0,0,0,0
683,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040430-1156358</a>",160.179167,-11.943278,G,,,,3,0,27,2,0,0,0,0,0,0
684,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040447-1155314</a>",160.186250,-11.925389,G,,,,3,0,25,2,0,0,0,0,0,0
685,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040454-1155430</a>",160.189167,-11.928611,G,,,,3,0,17,1,0,0,0,0,0,0
686,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216411-1201016</a>",184.171250,-12.017111,G,,,,2,0,25,2,0,0,0,0,0,0
687,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216412-1201296</a>",184.171667,-12.024889,G,,,,2,0,25,2,0,0,0,0,0,0
688,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216418-1201026</a>",184.174167,-12.017389,G,,,,2,0,17,1,0,0,0,0,0,0
689,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216418-1201081</a>",184.174167,-12.018917,G,,,,4,0,27,2,0,0,0,0,0,0
690,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216419-1202015</a>",184.174583,-12.033750,G,,,,3,0,17,1,0,0,0,0,0,0
691,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216422-1201069</a>",184.175833,-12.018583,G,,,,3,0,17,1,0,0,0,0,0,0
692,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216422-1201394</a>",184.175833,-12.027611,G,,,,2,0,25,2,0,0,0,0,0,0
693,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216423-1201576</a>",184.176250,-12.032667,G,238335,0.795000,UUN,5,0,28,3,1,0,0,0,0,0
694,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216423-1202061</a>",184.176250,-12.035028,*,,,,3,0,25,2,0,0,0,0,0,0
695,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216423-1200321</a>",184.176250,-12.008917,G,,,,2,0,17,1,0,0,0,0,0,0
696,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216425-1200581</a>",184.177083,-12.016139,G,,,,3,0,17,1,0,0,0,0,0,0
697,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216426-1201145</a>",184.177500,-12.020694,G,,,,3,0,17,1,0,0,0,0,0,0
698,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216426-1201454</a>",184.177500,-12.029278,G,,,,2,0,17,1,0,0,0,0,0,0
699,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216428-1201073</a>",184.177917,-12.018528,G,,,,4,0,24,1,0,0,0,0,0,0
700,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216429-1200591</a>",184.178750,-12.016417,G,,,,4,0,27,2,0,0,0,0,0,0
701,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216430-1201515</a>",184.179167,-12.030972,G,,,,2,0,17,1,0,0,0,0,0,0
702,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216431-1200336</a>",184.179583,-12.009333,G,,,,3,0,25,2,0,0,0,0,0,0
703,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216432-1200576</a>",184.180000,-12.016000,G,,,,2,0,17,1,0,0,0,0,0,0
704,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216433-1202034</a>",184.180417,-12.034278,*,,,,3,0,17,1,0,0,0,0,0,0
705,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216434-1201434</a>",184.180833,-12.028722,G,,,,4,0,17,1,0,0,0,0,0,0
706,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216437-1201392</a>",184.182083,-12.027556,G,,,,3,0,17,1,0,0,0,0,0,0
707,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216440-1200436</a>",184.183333,-12.012111,G,,,,2,0,25,2,0,0,0,0,0,0
708,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216441-1202194</a>",184.183750,-12.038722,G,,,,3,0,17,1,0,0,0,0,0,0
709,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216441-1201347</a>",184.183750,-12.026306,G,,,,3,0,17,1,0,0,0,0,0,0
710,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216441-1200500</a>",184.183750,-12.013889,G,,,,3,0,25,2,0,0,0,0,0,0
711,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216441-1201553</a>",184.183750,-12.032028,G,,,,4,0,27,2,0,0,0,0,0,0
712,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216442-1201187</a>",184.184167,-12.021861,G,,,,2,0,17,1,0,0,0,0,0,0
713,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216443-1200071</a>",184.184583,-12.001972,G,,,,3,0,27,2,0,0,0,0,0,0
714,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216443-1201201</a>",184.184583,-12.022250,G,,,,4,0,27,2,0,0,0,0,0,0
715,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216443-1201361</a>",184.184583,-12.026694,G,,,,2,0,17,1,0,0,0,0,0,0
716,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216443-1201293</a>",184.184583,-12.024806,G,,,,2,0,25,2,0,0,0,0,0,0
717,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216445-1201132</a>",184.185417,-12.020333,G,,,,4,0,27,2,0,0,0,0,0,0
718,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216446-1201164</a>",184.185833,-12.021222,G,,,,3,0,27,2,0,0,0,0,0,0
719,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216447-1201434</a>",184.186250,-12.028722,G,,,,4,0,17,1,0,0,0,0,0,0
720,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216450-1201253</a>",184.187500,-12.023694,G,,,,3,0,25,2,0,0,0,0,0,0
721,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216450-1201574</a>",184.187500,-12.032611,G,,,,2,0,17,1,0,0,0,0,0,0
722,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216452-1202231</a>",184.188333,-12.039750,G,,,,2,0,17,1,0,0,0,0,0,0
723,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216452-1201317</a>",184.188333,-12.025472,G,,,,2,0,17,1,0,0,0,0,0,0
724,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216452-1201547</a>",184.188333,-12.031861,*,,,,3,0,27,2,0,0,0,0,0,0
725,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216452-1202262</a>",184.188333,-12.040611,G,,,,4,0,27,2,0,0,0,0,0,0
726,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216453-1201300</a>",184.188750,-12.025000,G,,,,2,0,17,1,0,0,0,0,0,0
727,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216453-1201386</a>",184.188750,-12.027389,G,,,,3,0,17,1,0,0,0,0,0,0
728,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216453-1202177</a>",184.188750,-12.038250,G,,,,3,0,25,2,0,0,0,0,0,0
729,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121645.28-120050.8</a>",184.188750,-12.014083,G,,,,3,0,39,3,0,0,0,0,0,0
730,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216454-1201159</a>",184.188792,-12.021000,G,,,,4,0,25,1,0,0,0,0,0,0
731,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216454-1201370</a>",184.189167,-12.026944,G,,,,3,0,25,2,0,0,0,0,0,0
732,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216454-1201252</a>",184.189167,-12.023667,G,,,,3,0,17,1,0,0,0,0,0,0
733,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216455-1201110</a>",184.189583,-12.019722,G,,,,3,0,17,1,0,0,0,0,0,0
734,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216456-1200073</a>",184.190000,-12.002028,G,,,,3,0,25,2,0,0,0,0,0,0
735,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216457-1201228</a>",184.190417,-12.023000,G,,,,3,0,17,1,0,0,0,0,0,0
736,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216458-1201283</a>",184.190833,-12.024528,G,,,,2,0,25,2,0,0,0,0,0,0
737,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216459-1201462</a>",184.191250,-12.029500,G,,,,2,0,17,1,0,0,0,0,0,0
738,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216461-1200323</a>",184.192083,-12.008972,G,,,,3,0,17,1,0,0,0,0,0,0
739,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216462-1201007</a>",184.192500,-12.016861,G,,,,3,0,17,1,0,0,0,0,0,0
740,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216462-1201409</a>",184.192500,-12.028028,G,,,,2,0,25,2,0,0,0,0,0,0
741,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216463-1201243</a>",184.192917,-12.023417,G,,,,2,0,25,2,0,0,0,0,0,0
742,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216463-1202273</a>",184.192917,-12.040917,*,,,,3,0,17,1,0,0,0,0,0,0
743,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216464-1201085</a>",184.193333,-12.019028,G,,,,3,0,17,1,0,0,0,0,0,0
744,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216464-1202096</a>",184.193333,-12.036000,G,,,,2,0,17,1,0,0,0,0,0,0
745,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216464-1200334</a>",184.193333,-12.009278,*,,,,3,0,17,1,0,0,0,0,0,0
746,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216465-1201382</a>",184.193750,-12.027278,G,,,,2,0,24,2,0,0,0,0,0,0
747,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216465-1201574</a>",184.193750,-12.032611,G,,,,4,0,27,2,0,0,0,0,0,0
748,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216466-1202176</a>",184.194167,-12.038222,G,,,,2,0,25,2,0,0,0,0,0,0
749,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216467-1201112</a>",184.194583,-12.019778,G,,,,2,0,25,2,0,0,0,0,0,0
750,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216468-1200013</a>",184.195000,-12.000361,G,,,,2,0,17,1,0,0,0,0,0,0
751,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216468-1200395</a>",184.195000,-12.010972,G,,,,2,0,25,2,0,0,0,0,0,0
752,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216468-1201208</a>",184.195000,-12.022444,G,,,,3,0,17,1,0,0,0,0,0,0
753,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216469-1201542</a>",184.195417,-12.031722,G,,,,2,0,17,1,0,0,0,0,0,0
754,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121646.86-120123.3</a>",184.195417,-12.023361,G,237136,0.791000,UUN,5,0,40,4,1,0,0,0,0,0
755,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216469-1200585</a>",184.195417,-12.016250,G,,,,2,0,17,1,0,0,0,0,0,0
756,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216470-1200475</a>",184.195833,-12.013194,G,,,,2,0,17,1,0,0,0,0,0,0
757,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216470-1201180</a>",184.195833,-12.021667,*,,,,3,0,25,2,0,0,0,0,0,0
758,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216470-1201216</a>",184.195833,-12.022667,G,,,,4,0,27,2,0,0,0,0,0,0
759,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216471-1200128</a>",184.196250,-12.003556,G,,,,2,0,25,2,0,0,0,0,0,0
760,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216472-1200534</a>",184.196667,-12.014833,*,,,,3,0,17,1,0,0,0,0,0,0
761,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216473-1201326</a>",184.197083,-12.025722,G,,,,2,0,17,1,0,0,0,0,0,0
762,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216473-1200322</a>",184.197083,-12.008944,G,,,,2,0,25,2,0,0,0,0,0,0
763,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216474-1201197</a>",184.197500,-12.022139,G,,,,3,0,27,2,0,0,0,0,0,0
764,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216475-1200036</a>",184.197917,-12.001000,G,,,,3,0,25,2,0,0,0,0,0,0
765,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216476-1201413</a>",184.198333,-12.028139,G,,,,3,0,25,2,0,0,0,0,0,0
766,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216477-1202000</a>",184.198750,-12.033333,G,,,,3,0,25,2,0,0,0,0,0,0
767,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216477-1200072</a>",184.198750,-12.002000,G,,,,2,0,25,2,0,0,0,0,0,0
768,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216478-1201412</a>",184.199167,-12.028111,G,,,,2,0,25,2,0,0,0,0,0,0
769,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216478-1202245</a>",184.199167,-12.040139,G,,,,2,0,25,2,0,0,0,0,0,0
770,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216478-1202175</a>",184.199167,-12.038194,G,,,,3,0,27,2,0,0,0,0,0,0
771,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216480-1201488</a>",184.200000,-12.030222,G,,,,3,0,24,2,0,0,0,0,0,0
772,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216480-1201328</a>",184.200000,-12.025778,G,,,,2,0,17,1,0,0,0,0,0,0
773,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216480-1201560</a>",184.200000,-12.032222,G,,,,2,0,25,2,0,0,0,0,0,0
774,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216481-1200206</a>",184.200417,-12.005722,*,,,,3,0,17,1,0,0,0,0,0,0
775,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216482-1201199</a>",184.200833,-12.022194,G,,,,3,0,24,2,0,0,0,0,0,0
776,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216485-1200169</a>",184.202083,-12.004694,G,,,,2,0,25,2,0,0,0,0,0,0
777,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216486-1201185</a>",184.202500,-12.021806,G,,,,4,0,17,1,0,0,0,0,0,0
778,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216486-1201529</a>",184.202500,-12.031361,G,,,,3,0,27,2,0,0,0,0,0,0
779,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216486-1202146</a>",184.202500,-12.037389,G,,,,3,0,25,2,0,0,0,0,0,0
780,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216486-1202046</a>",184.202500,-12.034611,G,,,,3,0,25,2,0,0,0,0,0,0
781,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216487-1201011</a>",184.202917,-12.016972,G,,,,3,0,17,1,0,0,0,0,0,0
782,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216488-1201157</a>",184.203333,-12.021028,G,,,,3,0,25,2,0,0,0,0,0,0
783,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216489-1201239</a>",184.203750,-12.023306,G,238035,0.794000,UUN,5,0,28,3,1,0,0,0,0,0
784,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216489-1201456</a>",184.203750,-12.029333,G,,,,3,0,25,2,0,0,0,0,0,0
785,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121648.98-120143.3</a>",184.204167,-12.028500,G,239834,0.800000,UUN,5,0,40,4,1,0,0,0,0,0
786,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216491-1201005</a>",184.204583,-12.016806,G,,,,2,0,25,2,0,0,0,0,0,0
787,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216491-1200407</a>",184.204583,-12.011306,G,,,,3,0,25,2,0,0,0,0,0,0
788,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216492-1201360</a>",184.205000,-12.026667,G,,,,3,0,27,2,0,0,0,0,0,0
789,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216492-1202036</a>",184.205000,-12.034333,G,,,,4,0,27,2,0,0,0,0,0,0
790,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216494-1200189</a>",184.205833,-12.005250,G,,,,2,0,17,1,0,0,0,0,0,0
791,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216496-1201584</a>",184.206667,-12.032889,G,,,,2,0,23,2,0,0,0,0,0,0
792,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216497-1201117</a>",184.207083,-12.019917,G,,,,4,0,27,2,0,0,0,0,0,0
793,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216500-1201106</a>",184.208333,-12.019611,G,209255,0.698000,UUN,4,0,28,3,1,0,0,0,0,0
794,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216500-1201541</a>",184.208333,-12.031694,G,,,,3,0,25,2,0,0,0,0,0,0
795,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216501-1201336</a>",184.208750,-12.026000,G,,,,3,0,25,2,0,0,0,0,0,0
796,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054378-1246245</a>",163.657500,-12.773472,G,,,,4,0,27,2,0,0,0,0,0,0
797,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105438.21-124611.4</a>",163.659583,-12.769806,G,,,,3,0,37,3,0,0,0,0,0,0
798,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054387-1245581</a>",163.661250,-12.766139,G,,,,3,0,25,2,0,0,0,0,0,0
799,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054391-1245439</a>",163.662917,-12.762194,G,,,,3,0,25,2,0,0,0,0,0,0
800,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054395-1246127</a>",163.664583,-12.770194,G,,,,3,0,25,2,0,0,0,0,0,0
801,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054401-1246556</a>",163.667083,-12.782111,*,,,,3,0,17,1,0,0,0,0,0,0
802,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054408-1245594</a>",163.670000,-12.766500,G,,,,4,0,27,2,0,0,0,0,0,0
803,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054409-1245327</a>",163.670417,-12.759083,G,,,,2,0,25,2,0,0,0,0,0,0
804,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054409-1246066</a>",163.670417,-12.768500,G,,,,3,0,26,2,0,0,0,0,0,0
805,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054409-1245562</a>",163.670417,-12.765611,G,,,,3,0,27,2,0,0,0,0,0,0
806,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054413-1246401</a>",163.672083,-12.777806,G,,,,3,0,25,2,0,0,0,0,0,0
807,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054418-1246334</a>",163.674167,-12.775944,G,,,,3,0,17,1,0,0,0,0,0,0
808,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054418-1246350</a>",163.674167,-12.776389,G,,,,4,0,27,2,0,0,0,0,0,0
809,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054421-1246044</a>",163.675417,-12.767889,G,,,,3,0,27,2,0,0,0,0,0,0
810,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054424-1246157</a>",163.676667,-12.771028,G,,,,4,0,27,2,0,0,0,0,0,0
811,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054425-1245441</a>",163.677083,-12.762250,G,,,,2,0,25,2,0,0,0,0,0,0
812,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054425-1245558</a>",163.677083,-12.765500,G,,,,3,0,25,2,0,0,0,0,0,0
813,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054427-1246359</a>",163.677917,-12.776639,G,,,,4,0,27,2,0,0,0,0,0,0
814,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054428-1247097</a>",163.678333,-12.786028,G,,,,3,0,27,2,0,0,0,0,0,0
815,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054430-1245485</a>",163.679167,-12.763472,G,,,,3,0,27,2,0,0,0,0,0,0
816,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054431-1247005</a>",163.679583,-12.783472,G,,,,2,0,25,2,0,0,0,0,0,0
817,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054431-1245035</a>",163.679583,-12.750972,G,,,,3,0,25,2,0,0,0,0,0,0
818,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054431-1245388</a>",163.679583,-12.760778,G,,,,3,0,27,2,0,0,0,0,0,0
819,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054432-1245241</a>",163.680000,-12.756694,G,,,,4,0,27,2,0,0,0,0,0,0
820,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054432-1245541</a>",163.680000,-12.765028,G,,,,4,0,27,2,0,0,0,0,0,0
821,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054433-1245175</a>",163.680417,-12.754861,G,,,,3,0,17,1,0,0,0,0,0,0
822,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054437-1246270</a>",163.682083,-12.774167,G,,,,4,0,27,2,0,0,0,0,0,0
