No.,Object Name,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
1,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B101626.0-115906</a>",154.723333,-12.236000,G,62641,0.208948,SUN,2,0,54,5,1,2,0,0,1,0
2,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B105149.2-113129</a>",163.579583,-11.791250,G,,,,2,0,45,5,0,0,0,0,0,0
3,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B105159.0-113044</a>",163.620333,-11.778556,G,74678,0.249100,UUN,5,0,45,5,1,0,0,0,0,0
4,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B105634.7-123745</a>",164.768333,-12.897306,G,21686,0.072337,SUN,4,0,54,6,2,2,0,0,1,0
5,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B105652.9-123437</a>",164.844167,-12.845306,G,21752,0.072557,SUN,3,0,44,5,2,2,0,0,1,0
6,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B110102.9-122757</a>",165.887083,-12.735139,G,46655,0.155624,SUN,3,0,37,5,1,0,0,0,0,0
7,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B112007.7-112016</a>",170.663333,-11.612056,G,28200,0.094065,SUN,4,0,41,5,1,0,0,0,0,0
8,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B112015.3-112231</a>",170.695000,-11.649583,G,27912,0.093104,SUN,4,0,41,5,1,0,0,0,0,0
9,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B120003.7-120811</a>",180.656250,-12.414917,G,,,,1,0,45,5,0,0,0,0,0,0
10,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B120010.4-120601</a>",180.684167,-12.378889,G,39456,0.131611,SUN,2,0,45,5,1,0,0,0,0,0
11,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B120023.5-120936</a>",180.738750,-12.438611,G,39472,0.131664,SUN,4,0,38,5,1,0,0,0,0,0
12,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B123004.1-123140</a>",188.166250,-12.803472,G,30467,0.101627,SUN,4,0,60,7,1,2,0,0,1,0
13,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCRS B135140.1-121406</a>",208.586667,-12.479917,G,18987,0.063334,SUN,6,0,52,8,2,2,0,0,1,0
14,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0172</a>",163.600833,-11.771667,GClstr,209285,0.698100,UUN,47,0,0,8,11,0,0,0,0,0
15,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0188</a>",164.789583,-12.887500,GClstr,136825,0.456400,UUN,28,0,0,4,6,0,0,0,0,0
16,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0430</a>",180.679583,-12.408611,GClstr,146898,0.490000,SUN,25,0,0,3,5,0,0,0,0,0
17,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0057</a>",154.693333,-12.198056,GClstr,141922,0.473400,UUN,28,0,0,4,6,0,0,0,0,0
18,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0173</a>",163.681250,-12.764417,GClstr,224964,0.750400,UUN,49,0,0,8,10,0,0,0,0,0
19,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0198</a>",165.928750,-12.755000,GClstr,287201,0.958000,UUN,19,0,0,5,7,0,0,0,0,0
20,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0252</a>",169.818750,-11.492500,GClstr,188869,0.630000,SUN,18,0,0,3,5,0,0,0,0,0
21,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0275</a>",170.715417,-11.608333,GClstr,230840,0.770000,SUN,8,0,0,3,4,0,0,0,0,0
22,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0340</a>",174.542500,-11.560528,GClstr,143810,0.479700,UUN,43,0,0,7,9,0,0,0,0,0
23,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0504</a>",184.188750,-12.021556,GClstr,238005,0.793900,UUN,59,0,0,11,13,0,0,0,0,0
24,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0531</a>",186.995417,-11.587083,GClstr,236836,0.790000,SUN,40,0,0,6,8,0,0,0,0,0
25,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0541</a>",188.126250,-12.843444,GClstr,162428,0.541800,UUN,44,0,0,6,8,0,0,0,0,0
26,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0567</a>",189.639583,-11.741111,GClstr,140902,0.470000,SUN,9,0,0,3,5,0,0,0,0,0
27,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0634</a>",195.417083,-11.656667,GClstr,144830,0.483100,UUN,28,0,0,5,7,0,0,0,0,0
28,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0849</a>",208.254167,-11.625278,GClstr,176278,0.588000,UUN,26,0,0,4,6,0,0,0,0,0
29,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0853</a>",208.540833,-12.517083,GClstr,227632,0.759300,UUN,44,0,0,8,10,0,0,0,0,0
30,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCDCS 0925</a>",212.766250,-11.806111,GClstr,155772,0.519600,UUN,27,0,0,4,6,0,0,0,0,0
31,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111933.39-113138.7</a>",169.889125,-11.527444,G,20947,0.069873,PUN,3,0,47,5,1,2,0,0,1,0
32,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040405-1155524</a>",160.168833,-11.931222,G,193516,0.645500,UUN,4,0,33,3,1,0,0,0,0,0
33,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040407-1156015</a>",160.169375,-11.933750,G,210754,0.703000,UUN,9,0,27,2,1,0,0,0,0,0
34,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040409-1153396</a>",160.170458,-11.894333,G,,,,3,0,26,2,0,0,0,0,0,0
35,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040410-1155590</a>",160.170875,-11.933056,G,212223,0.707900,UUN,8,0,27,3,2,0,0,0,0,0
36,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040411-1155431</a>",160.171333,-11.928639,G,210934,0.703600,UUN,4,0,17,1,1,0,0,0,0,0
37,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040412-1155412</a>",160.171583,-11.928111,G,155562,0.518900,UUN,3,0,16,1,1,0,0,0,0,0
38,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104041.95-115552.9</a>",160.174917,-11.931250,G,189109,0.630800,UUN,6,0,39,3,1,0,0,0,0,0
39,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040422-1155366</a>",160.176000,-11.926833,*,,,,4,0,26,2,0,0,0,0,0,0
40,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040444-1153150</a>",160.184833,-11.887500,*,,,,3,0,26,2,0,0,0,0,0,0
41,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054237-1146107</a>",163.598708,-11.769639,G,208716,0.696200,UUN,8,0,26,2,1,0,0,0,0,0
42,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054239-1146230</a>",163.599583,-11.773056,G,228742,0.763000,UUN,4,0,24,2,1,0,0,0,0,0
43,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105424.36-114619.2</a>",163.601667,-11.772056,G,208805,0.696500,UUN,9,0,39,3,1,0,0,0,0,0
44,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054245-1146139</a>",163.602250,-11.770528,G,209435,0.698600,UUN,5,0,26,2,1,0,0,0,0,0
45,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054246-1146124</a>",163.602333,-11.770111,G,210784,0.703100,UUN,6,0,16,1,1,0,0,0,0,0
46,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054247-1146238</a>",163.602833,-11.773278,G,209975,0.700400,UUN,6,0,26,2,1,0,0,0,0,0
47,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054250-1146238</a>",163.604083,-11.773278,G,208895,0.696800,UUN,8,0,26,2,1,0,0,0,0,0
48,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054437-1245323</a>",163.682042,-12.758972,G,225564,0.752400,UUN,4,0,27,2,1,0,0,0,0,0
49,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216445-1201075</a>",184.185542,-12.018750,G,237855,0.793400,UUN,3,0,17,2,2,0,0,0,0,0
50,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216446-1201089</a>",184.185792,-12.019139,G,239864,0.800100,UUN,10,0,18,2,2,0,0,0,0,0
51,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216447-1201282</a>",184.186250,-12.024500,G,235787,0.786500,UUN,9,0,18,3,2,0,0,0,0,0
52,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216447-1201234</a>",184.186333,-12.023167,G,238185,0.794500,UUN,7,0,18,2,2,0,0,0,0,0
53,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216448-1201309</a>",184.186833,-12.025250,G,239354,0.798400,UUN,7,0,28,3,2,0,0,0,0,0
54,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216449-1201203</a>",184.186958,-12.022306,G,240883,0.803500,UUN,10,0,28,3,2,0,0,0,0,0
55,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121645.21-120117.8</a>",184.188333,-12.021444,G,238485,0.795500,UUN,11,0,49,4,2,0,0,0,0,0
56,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216453-1201209</a>",184.188833,-12.022472,G,241453,0.805400,UUN,9,0,28,3,2,0,0,0,0,0
57,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216456-1201080</a>",184.190208,-12.018889,G,241573,0.805800,UUN,9,0,28,3,2,0,0,0,0,0
58,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216458-1201056</a>",184.190958,-12.018222,G,237466,0.792100,UUN,5,0,28,3,2,0,0,0,0,0
59,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216461-1201143</a>",184.192083,-12.020639,G,239744,0.799700,UUN,9,0,28,3,2,0,0,0,0,0
60,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123229.21-125117.1</a>",188.121833,-12.854639,*,,,,3,0,38,3,0,0,0,0,0,0
61,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232298-1250199</a>",188.124375,-12.838861,G,163207,0.544400,UUN,3,0,26,2,1,0,0,0,0,0
62,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232301-1250362</a>",188.125500,-12.843389,G,162607,0.542400,UUN,6,0,16,1,1,0,0,0,0,0
63,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232301-1251245</a>",188.125542,-12.856806,G,185002,0.617100,UUN,5,0,26,2,1,0,0,0,0,0
64,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232303-1251092</a>",188.126125,-12.852556,G,162727,0.542800,UUN,5,0,26,2,1,0,0,0,0,0
65,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123230.29-125036.7</a>",188.126250,-12.843444,G,162458,0.541900,UUN,7,0,39,3,1,0,0,0,0,0
66,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232304-1250391</a>",188.126750,-12.844194,G,160209,0.534400,UUN,4,0,16,1,1,0,0,0,0,0
67,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232308-1250297</a>",188.128458,-12.841583,G,285822,0.953400,UUN,4,0,25,2,1,0,0,0,0,0
68,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123230.89-125043.2</a>",188.128792,-12.845306,G,117309,0.391300,UUN,4,0,38,3,1,0,0,0,0,0
69,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232313-1250327</a>",188.130417,-12.842417,G,164766,0.549600,UUN,7,0,26,2,1,0,0,0,0,0
70,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232314-1250292</a>",188.130750,-12.841444,*,,,,3,0,26,2,0,0,0,0,0,0
71,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105418.18-114725.0</a>",163.575833,-11.790000,G,208805,0.696500,UUN,5,0,38,3,1,0,0,0,0,0
72,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054431-1246066</a>",163.679542,-12.768500,*,,,,3,0,26,2,0,0,0,0,0,0
73,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054433-1245534</a>",163.680583,-12.764833,G,223885,0.746800,UUN,6,0,17,1,1,0,0,0,0,0
74,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105443.50-124552.2</a>",163.681417,-12.764417,G,224934,0.750300,UUN,9,0,40,3,1,0,0,0,0,0
75,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054437-1246028</a>",163.682042,-12.767444,G,227003,0.757200,UUN,6,0,27,2,1,0,0,0,0,0
76,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054437-1245471</a>",163.682125,-12.763083,G,189319,0.631500,UUN,6,0,27,2,1,0,0,0,0,0
77,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054438-1245409</a>",163.682458,-12.761361,G,226883,0.756800,UUN,9,0,27,2,1,0,0,0,0,0
78,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054439-1245556</a>",163.682833,-12.765444,G,225774,0.753100,UUN,9,0,27,2,1,0,0,0,0,0
79,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054440-1246001</a>",163.683542,-12.766694,G,,,,3,0,24,2,0,0,0,0,0,0
80,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054441-1246036</a>",163.683708,-12.767667,G,69612,0.232200,UUN,4,0,16,1,1,0,0,0,0,0
81,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040290-1153398</a>",160.121042,-11.894389,G,86610,0.288900,UUN,3,0,16,1,1,0,0,0,0,0
82,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040298-1157464</a>",160.124375,-11.962889,G,,,,3,0,16,1,0,0,0,0,0,0
83,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104030.95-115503.9</a>",160.129083,-11.917694,G,234198,0.781200,UUN,3,0,37,3,1,0,0,0,0,0
84,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040319-1153536</a>",160.132750,-11.898222,*,,,,3,0,16,1,0,0,0,0,0,0
85,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040319-1152479</a>",160.132917,-11.879972,G,161468,0.538600,UUN,3,0,16,1,1,0,0,0,0,0
86,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104032.07-115241.2</a>",160.133292,-11.877806,G,161498,0.538700,UUN,4,0,30,3,1,0,0,0,0,0
87,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104032.22-115716.2</a>",160.134167,-11.954750,G,193576,0.645700,UUN,4,0,38,3,1,0,0,0,0,0
88,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J104032.44-115453.2</a>",160.135167,-11.914556,G,59209,0.197500,UUN,3,0,30,3,1,0,0,0,0,0
89,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040328-1152599</a>",160.136458,-11.883306,G,,,,4,0,16,1,0,0,0,0,0,0
90,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040329-1157284</a>",160.136917,-11.957889,G,211773,0.706400,UUN,3,0,16,1,1,0,0,0,0,0
91,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104032.79-115821.1</a>",160.136917,-11.972722,G,210334,0.701600,UUN,4,0,28,3,1,0,0,0,0,0
92,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104032.92-115225.2</a>",160.137250,-11.873556,*,,,,3,0,33,3,0,0,0,0,0,0
93,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104033.15-115532.2</a>",160.138167,-11.925528,*,,,,3,0,44,4,0,0,0,0,0,0
94,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040332-1154450</a>",160.138250,-11.912500,*,,,,3,0,16,1,0,0,0,0,0,0
95,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040334-1156565</a>",160.139000,-11.949028,G,,,,3,0,26,2,0,0,0,0,0,0
96,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040334-1154039</a>",160.139167,-11.901083,*,,,,3,0,26,2,0,0,0,0,0,0
97,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104033.69-115723.1</a>",160.140500,-11.956417,G,211384,0.705100,UUN,5,0,38,3,1,0,0,0,0,0
98,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104034.16-115530.4</a>",160.142417,-11.924917,G,63616,0.212200,UUN,3,0,38,3,1,0,0,0,0,0
99,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104034.28-115541.5</a>",160.142833,-11.928167,G,234048,0.780700,UUN,7,0,38,3,1,0,0,0,0,0
100,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040346-1155511</a>",160.144250,-11.930861,G,212493,0.708800,UUN,5,0,26,2,1,0,0,0,0,0
101,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040346-1157566</a>",160.144375,-11.965722,G,210574,0.702400,UUN,7,0,26,2,1,0,0,0,0,0
102,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104034.68-115801.6</a>",160.144583,-11.967306,G,,,,3,0,38,4,0,0,0,0,0,0
103,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040349-1157588</a>",160.145375,-11.966333,G,,,,3,0,16,1,0,0,0,0,0,0
104,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040350-1157594</a>",160.146000,-11.966500,G,211144,0.704300,UUN,4,0,24,2,1,0,0,0,0,0
105,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040351-1156435</a>",160.146292,-11.945417,G,161408,0.538400,UUN,5,0,26,2,1,0,0,0,0,0
106,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.22-115654.7</a>",160.146708,-11.948528,*,,,,4,0,39,2,0,0,0,0,0,0
107,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040352-1152162</a>",160.146625,-11.871167,G,230031,0.767300,UUN,3,0,20,2,1,0,0,0,0,0
108,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.43-115331.5</a>",160.147625,-11.892167,*,,,,3,0,38,3,0,0,0,0,0,0
109,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.49-115322.6</a>",160.147958,-11.889278,G,156312,0.521400,UUN,4,0,38,3,1,0,0,0,0,0
110,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040355-1156537</a>",160.147958,-11.948250,G,211683,0.706100,UUN,5,0,26,2,1,0,0,0,0,0
111,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040355-1154319</a>",160.148000,-11.908861,G,134277,0.447900,UUN,3,0,24,2,1,0,0,0,0,0
112,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.52-115703.2</a>",160.148083,-11.950861,*,,,,3,0,44,4,0,0,0,0,0,0
113,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.59-115249.0</a>",160.148292,-11.880222,*,,,,3,0,38,3,0,0,0,0,0,0
114,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.60-115602.9</a>",160.148375,-11.934056,G,212283,0.708100,UUN,10,0,38,3,1,0,0,0,0,0
115,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.77-115507.0</a>",160.149042,-11.918639,G,259530,0.865700,UUN,3,0,38,3,1,0,0,0,0,0
116,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104035.81-115358.5</a>",160.149417,-11.899528,G,211114,0.704200,UUN,3,0,38,3,1,0,0,0,0,0
117,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040361-1157525</a>",160.150333,-11.964583,G,161258,0.537900,UUN,3,0,24,2,1,0,0,0,0,0
118,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040361-1156421</a>",160.150458,-11.945028,G,189289,0.631400,UUN,3,0,24,2,1,0,0,0,0,0
119,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040368-1158078</a>",160.153167,-11.968833,G,164766,0.549600,UUN,3,0,24,2,1,0,0,0,0,0
120,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104036.84-115713.6</a>",160.153583,-11.953917,G,211414,0.705200,UUN,6,0,38,3,1,0,0,0,0,0
121,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040373-1157479</a>",160.155542,-11.963306,G,210664,0.702700,UUN,3,0,24,2,1,0,0,0,0,0
122,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040376-1154393</a>",160.156792,-11.910917,G,253295,0.844900,UUN,3,0,24,2,1,0,0,0,0,0
123,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040377-1153175</a>",160.157042,-11.888194,*,,,,3,0,23,2,0,0,0,0,0,0
124,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040380-1152303</a>",160.158292,-11.875083,G,230750,0.769700,UUN,3,0,16,1,1,0,0,0,0,0
125,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104037.98-115414.6</a>",160.158333,-11.904083,G,233568,0.779100,UUN,5,0,38,3,1,0,0,0,0,0
126,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040380-1158135</a>",160.158417,-11.970417,*,310645,1.036200,UUN?,3,0,24,2,1,0,0,0,0,0
127,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104038.29-115318.2</a>",160.159583,-11.888222,G,210994,0.703800,UUN,5,0,38,3,1,0,0,0,0,0
128,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040383-1156311</a>",160.159750,-11.941972,G,211953,0.707000,UUN,4,0,27,2,1,0,0,0,0,0
129,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104038.36-115759.0</a>",160.159958,-11.966583,G,161288,0.538000,UUN,3,0,38,3,1,0,0,0,0,0
130,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040385-1154062</a>",160.160458,-11.901722,G,211024,0.703900,UUN,2,0,16,1,1,0,0,0,0,0
131,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040385-1154084</a>",160.160458,-11.902333,G,211174,0.704400,UUN,3,0,16,1,1,0,0,0,0,0
132,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040386-1153055</a>",160.161042,-11.884861,G,238485,0.795500,UUN,4,0,24,2,1,0,0,0,0,0
133,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040388-1154195</a>",160.161625,-11.905417,G,259201,0.864600,UUN,4,0,16,1,1,0,0,0,0,0
